000;2764;0;20200703095649;0;1
000;4112;0;20200703095656;0;1
000;5326;0;20200703095707;0;1
000;3767;0;20200703095717;0;1
003;2765;0;20200703095727;0;1
003;3176;0;20200703095741;0;1
000;2620;0;20200703095803;0;1
000;11881;0;20200703095822;0;1
000;10137;0;20200703095845;0;1
000;3484;0;20200703095855;0;1
000;13654;0;20200703103747;0;1
000;4608;0;20200703103758;0;1
000;6009;0;20200703103808;0;1
000;5432;0;20200703103832;0;1
000;6043;0;20200703103901;0;1
000;4611;0;20200703103912;0;1
000;3284;0;20200703103931;0;1
000;4233;0;20200703104701;0;1
000;7063;0;20200703115532;0;1
000;4303;0;20200703115542;0;1
000;4197;0;20200703115553;0;1
000;5633;0;20200703115612;0;1
000;2880;0;20200703115617;0;1
000;9424;0;20200703115631;0;1
000;10856;0;20200703115650;0;1
000;4201;0;20200703115700;0;1
000;5737;0;20200703115719;0;1
000;2408;0;20200703115733;0;1
000;15464;0;20200703115753;0;1
000;20072;0;20200703115817;0;1
000;7067;0;20200703115829;0;1
000;3686;0;20200703115842;0;1
000;7171;0;20200703115915;0;1
000;11882;0;20200703115936;0;1
000;11777;0;20200703120009;0;1
000;7683;0;20200703120022;0;1
000;7475;0;20200703120102;0;1
000;2930;0;20200703120108;0;1
000;22322;0;20200703120155;0;1
000;4611;0;20200703120206;0;1
000;5121;0;20200703120246;0;1
000;4506;0;20200703120254;0;1
000;15976;0;20200703120425;0;1
000;5022;0;20200703120442;0;1
000;16593;0;20200703120504;0;1
000;41985;0;20200703120609;0;1
000;5634;0;20200703120628;0;1
000;5742;0;20200703120648;0;1
079;52331;0;20200703120904;0;1
099;4916;0;20200703121031;0;1
000;3174;0;20200703121053;0;1
099;45054;0;20200703121224;0;1
033;50996;0;20200703121359;0;1
076;39733;0;20200703121811;0;1
098;43726;0;20200703121934;0;1
017;56933;0;20200703122108;0;1
087;50277;0;20200703122301;0;1
018;40759;0;20200703122415;0;1
065;40553;0;20200703122526;0;1
078;39734;0;20200703122644;0;1
011;52534;0;20200703122816;0;1
096;50794;0;20200703122937;0;1
043;63184;0;20200703123117;0;1
079;51511;0;20200703123534;0;1
099;44443;0;20200703123649;0;1
033;48846;0;20200703123807;0;1
076;54274;0;20200703123932;0;1
098;42393;0;20200703124053;0;1
017;47103;0;20200703124218;0;1
087;36144;0;20200703124336;0;1
018;40244;0;20200703124527;0;1
065;40042;0;20200703124643;0;1
078;38916;0;20200703124802;0;1
011;51613;0;20200703124929;0;1
096;50180;0;20200703125055;0;1
043;61032;0;20200703125236;0;1
059;40964;0;20200703125517;0;1
088;44751;0;20200703125624;0;1
031;44754;0;20200703125822;0;1
040;38504;0;20200703125936;0;1
020;44545;0;20200703130049;0;1
012;44236;0;20200703130211;0;1
003;37785;0;20200703130332;0;1
027;43417;0;20200703130519;0;1
013;41577;0;20200703130638;0;1
067;39634;0;20200703130748;0;1
005;39531;0;20200703130853;0;1
080;37377;0;20200703131103;0;1
069;38094;0;20200703131213;0;1
025;43726;0;20200703131329;0;1
059;35743;0;20200703131427;0;1
088;44546;0;20200703131541;0;1
031;44852;0;20200703131719;0;1
040;38093;0;20200703131834;0;1
020;42601;0;20200703131942;0;1
012;38913;0;20200703132050;0;1
003;38094;0;20200703132200;0;1
027;40244;0;20200703132310;0;1
013;40245;0;20200703132426;0;1
067;40042;0;20200703132533;0;1
005;38194;0;20200703132634;0;1
080;36964;0;20200703132811;0;1
069;36456;0;20200703132912;0;1
025;43113;0;20200703133042;0;1
000;3686;0;20200703140135;0;1
000;3686;0;20200703140155;0;1
000;3281;0;20200703140254;0;1
026;39326;0;20200703140431;0;1
004;36561;0;20200703140528;0;1
066;40754;0;20200703140632;0;1
002;42805;0;20200703140746;0;1
062;40348;0;20200703140853;0;1
001;38095;0;20200703140957;0;1
024;35750;0;20200703141207;0;1
042;35945;0;20200703141319;0;1
054;69944;0;20200703141543;0;1
055;47105;0;20200703141716;0;1
023;51921;0;20200703141850;0;1
070;41171;0;20200703141959;0;1
032;48336;0;20200703142157;0;1
094;34305;0;20200703142256;0;1
068;34821;0;20200703142356;0;1
007;33896;0;20200703142521;0;1
021;31846;0;20200703142632;0;1
095;47311;0;20200703142750;0;1
086;33385;0;20200703142858;0;1
000;11781;0;20200703143233;0;1
000;29903;0;20200703143326;0;1
000;9626;0;20200703143926;0;1
000;19151;0;20200703144117;0;1
000;55504;0;20200703144738;0;1
000;2867;0;20200703144834;0;1
000;11479;0;20200703145141;0;1
026;39604;0;20200703145253;0;1
004;38912;0;20200703145353;0;1
066;41066;0;20200703145452;0;1
002;40346;0;20200703145559;0;1
062;38335;0;20200703145714;0;1
001;55403;0;20200703145849;0;1
024;36764;0;20200703150012;0;1
042;38310;0;20200703150123;0;1
054;68506;0;20200703150344;0;1
055;49671;0;20200703150514;0;1
023;47312;0;20200703150646;0;1
070;20684;0;20200703150739;0;1
000;6763;0;20200703150806;0;1
070;45056;0;20200703150925;0;1
032;42194;0;20200703151034;0;1
068;36151;0;20200703151201;0;1
094;34923;0;20200703151259;0;1
007;35844;0;20200703151410;0;1
021;35333;0;20200703151508;0;1
095;34412;0;20200703151618;0;1
086;33075;0;20200703151716;0;1
000;7512;0;20200703151810;0;1
000;5152;0;20200703151820;0;1
